"Ensemle_ID"	"Ensemle_ID"	"ENTREZID"	"SYMBOL"	"GENENAME"	"ERR1084811_ER"	"ERR1084806_ER"	"ERR1084805_ER"	"ERR1084775_ER"	"ERR1084765_ER"	"ERR1084764_ER"	"ERR1084763_ER"	"ERR1084808_TN"	"ERR1084809_TN"	"ERR1084807_TN"	"ERR1084810_TN"	"ERR1084803_TN"	"ERR1084802_TN"	"ERR1084801_TN"	"ERR1084804_TN"	"ERR1084800_TN"	"ERR1084799_TN"	"ERR1084798_TN"	"ERR1084768_TN"	"ERR1084766_TN"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"1236"	"ENSG00000146112"	"170954"	"PPP1R18"	"protein phosphatase 1 regulatory subunit 18"	929	353	2373	446	285	267	147	6254	958	2628	386	1176	2367	2302	2962	1033	2130	776	300	1981	1894.23331504704	2.30657658383879	0.638448237521162	3.61278557646944	0.000302925193909425	0.00319582424000904
"1237"	"ENSG00000146122"	"23500"	"DAAM2"	"dishevelled associated activator of morphogenesis 2"	20	16	1	541	133	74	78	14	662	475	23	221	549	575	575	2030	6	699	511	366	404.322213400535	2.60967391652978	0.843525148298658	3.09377132595672	0.00197629749896551	0.0139709850418783
"1238"	"ENSG00000146151"	"54511"	"HMGCLL1"	"3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1"	16	66	92	0	445	417	383	0	3	138	0	17	0	28	37	72	12	2	6	12	71.3135105515152	-2.832774132586	1.03989097668851	-2.72410684974579	0.00644756433546389	0.034218356758731
"1239"	"ENSG00000146216"	"84630"	"TTBK1"	"tau tubulin kinase 1"	24	9	8	1	97	120	99	3	8	21	0	23	5	1	0	19	5	8	0	0	18.1061127005903	-2.78528164071379	0.868365369742206	-3.20749967440626	0.00133894212101189	0.0103802645603839
"1240"	"ENSG00000146232"	"4794"	"NFKBIE"	"NFKB inhibitor epsilon"	196	171	442	250	273	255	234	368	734	490	93	222	579	484	1360	541	321	81	330	68	344.163558226141	1.03927671449178	0.364199640311291	2.85359072184553	0.00432281831451153	0.0252729727897222
"1241"	"ENSG00000146242"	"7162"	"TPBG"	"trophoblast glycoprotein"	1561	2234	3707	2260	3945	4533	4431	1523	1662	2082	56	1170	1912	1256	2896	1511	1657	1155	1251	23	1664.32159102647	-1.11420947694976	0.380774012399708	-2.92616996083269	0.00343163403278762	0.021236778144861
"1242"	"ENSG00000146263"	"253714"	"MMS22L"	"MMS22 like, DNA repair protein"	204	437	752	403	519	679	592	685	1515	1941	21	868	466	565	1796	752	2058	1869	354	80	678.214462484462	1.04202283817245	0.399247737389655	2.60996554416404	0.00905513426346141	0.0439631629633103
"1243"	"ENSG00000146278"	"10957"	"PNRC1"	"proline rich nuclear receptor coactivator 1"	577	648	1324	1500	714	953	893	2336	3330	4614	44	2243	829	1058	7725	2971	2360	4483	2193	101	1643.57449688897	1.53222956389691	0.427546579579267	3.58377224162271	0.000338667424347875	0.00349694115683926
"1244"	"ENSG00000146373"	"154214"	"RNF217"	"ring finger protein 217"	123	50	327	45	4	0	0	228	759	2688	26	439	278	517	477	107	1685	373	490	45	345.234369380739	3.04356541507675	0.835486443727572	3.64286630612187	0.000269618893247987	0.00290402246949279
"1245"	"ENSG00000146409"	"116843"	"SLC18B1"	"solute carrier family 18 member B1"	22	0	435	0	267	201	209	223	881	681	74	596	381	1704	1256	180	488	486	1164	67	404.770643180961	2.15612528853785	0.764883233763155	2.81889469315456	0.00481893249227664	0.0274871993203435
"1246"	"ENSG00000146410"	"113115"	"MTFR2"	"mitochondrial fission regulator 2"	81	210	202	144	128	126	134	247	177	349	10	174	96	498	262	139	308	751	252	117	208.007392631612	1.15272664762501	0.397198857596061	2.90213988681029	0.00370623001190428	0.0225074599050304
"1247"	"ENSG00000146426"	"26230"	"TIAM2"	"T cell lymphoma invasion and metastasis 2"	239	152	212	204	131	135	131	180	415	1506	219	219	661	257	1896	208	645	233	104	50	370.588365561613	1.85077537235411	0.488022580920684	3.79239700110292	0.000149200139962553	0.00177463585977228
"1248"	"ENSG00000146477"	"6581"	"SLC22A3"	"solute carrier family 22 member 3"	0	0	0	0	0	0	0	11	5	13	0	3	6	0	0	356	0	4	0	16	6.60785984362203	6.03396622260107	1.69425615560631	3.56142499623485	0.000368847480210116	0.00374516564594298
"1249"	"ENSG00000146755"	"135892"	"TRIM50"	"tripartite motif containing 50"	1	0	3	1	1	0	0	8	3	10	1	115	0	3	3	3	5	15	0	4	3.77533423312612	2.82687649984752	0.933576919588391	3.02800598486718	0.00246173211874893	0.0165548328919046
"1250"	"ENSG00000146904"	"2041"	"EPHA1"	"EPH receptor A1"	536	1240	1339	1080	1441	1204	1142	936	1023	3281	970	1964	935	1584	1112	1442	1705	912	2414	1669	1782.86953531823	1.32915455185356	0.490814312992577	2.7080598847036	0.0067677809399286	0.0354147228075633
"1251"	"ENSG00000146955"	"401409"	"RAB19"	"RAB19, member RAS oncogene family"	34	67	79	122	71	92	61	2	58	81	3	80	8	21	30	19	19	13	23	1	35.271856910698	-1.33271314813541	0.466311144202334	-2.85799120330939	0.00426332210247347	0.0250199482617077
"1252"	"ENSG00000147003"	"57393"	"CLTRN"	"collectrin, amino acid transport regulator"	5	4	32	21	40	25	18	11	39	63	60	185	19	102	41	14	158	83	53	0	53.7358384724633	2.19130491837517	0.673955941592707	3.25140678068158	0.00114835426611373	0.00916272812210668
"1253"	"ENSG00000147100"	"6567"	"SLC16A2"	"solute carrier family 16 member 2"	105	384	4325	2255	1287	1411	1209	101	353	284	8	418	168	336	385	1119	52	591	623	149	639.84598040044	-1.77518455006094	0.590010107022023	-3.00873583169767	0.00262337110555967	0.0173877063395283
"1254"	"ENSG00000147118"	"7569"	"ZNF182"	"zinc finger protein 182"	351	351	363	324	342	318	317	285	238	231	21	135	95	173	236	173	257	98	226	29	198.046262725747	-0.754837990772921	0.225016515887513	-3.35458927446138	0.000794829014664479	0.00686626500909265
"1255"	"ENSG00000147119"	"56548"	"CHST7"	"carbohydrate sulfotransferase 7"	13	12	22	41	24	16	8	190	80	27	4	142	28	51	70	56	178	6	68	2	46.1613037810824	2.07684999573884	0.560773053995387	3.70354813046335	0.000212604821607917	0.00239005000270503
"1256"	"ENSG00000147127"	"347517"	"RAB41"	"RAB41, member RAS oncogene family"	6	14	7	3	10	8	8	14	12	12	30	11	11	11	9	16	0	9	23	33	26.1285191170857	2.42713385340767	0.81863892565271	2.96484051436045	0.00302839884171327	0.0193757115165255
"1257"	"ENSG00000147231"	"55086"	"RADX"	"RPA1 related single stranded DNA binding protein, X-linked"	6	38	21	57	49	26	33	43	75	825	1	70	37	86	135	44	1	43	42	45	71.108748700259	1.89186605592374	0.708357734828441	2.67077771993544	0.00756757411622099	0.0385166002710672
"1258"	"ENSG00000147324"	"9258"	"MFHAS1"	"malignant fibrous histiocytoma amplified sequence 1"	88	198	857	363	541	488	449	954	1360	492	88	383	647	1791	2252	1238	1745	1387	1683	67	730.789801980602	1.52574372206791	0.398891789450074	3.82495644789117	0.000130795206365241	0.00159034115778451
"1259"	"ENSG00000147382"	NA	NA	NA	513	485	694	387	359	305	363	806	759	1191	126	727	660	1298	989	307	499	1857	870	55	577.814773035403	0.98819211048163	0.280830371565105	3.5188220738886	0.000433467312708647	0.00425947816051318
"1260"	"ENSG00000147402"	NA	NA	NA	47	28	0	0	0	0	0	24	68	195	19	314	58	73	76	279	9	606	7	18	80.9652752851867	3.67615761304835	1.06307307683842	3.458047892607	0.000544104650784243	0.00510197807512276
"1261"	"ENSG00000147437"	"2796"	"GNRH1"	"gonadotropin releasing hormone 1"	36	45	190	62	35	36	25	137	201	440	14	12	290	356	196	136	209	92	200	12	115.75776418979	1.71109698261788	0.479304824200357	3.56995568628497	0.000357041621658007	0.00364931044864558
"1262"	"ENSG00000147454"	"51312"	"SLC25A37"	"solute carrier family 25 member 37"	383	360	3365	619	463	431	394	2696	8206	4436	286	482	3598	2619	3202	1785	1985	1645	2375	139	1704.70910492542	1.80902045642018	0.494057613396527	3.66155769563715	0.000250686389029671	0.00273492176584076
"1263"	"ENSG00000147471"	"11212"	"PLPBP"	"pyridoxal phosphate binding protein"	3505	1929	1935	1211	12335	10868	9663	1316	1057	3401	49	5474	681	1184	1784	2333	1573	551	1107	21	2506.20057919715	-1.87257008145639	0.570431497113043	-3.28272560497357	0.0010280868401617	0.00842087244126202
"1264"	"ENSG00000147485"	"137902"	"PXDNL"	"peroxidasin like"	11802	1993	83	2	14	17	12	29	26	396	0	0	5	225	156	70	5	559	17	6	677.318112151955	-4.36525655109394	1.24932623006751	-3.49408861035283	0.000475683106062767	0.00460189628281379
"1265"	"ENSG00000147548"	"54904"	"NSD3"	"nuclear receptor binding SET domain protein 3"	12661	3631	3533	2250	19643	19861	18311	1613	2802	7921	228	8218	1079	2194	5045	2957	5123	1588	1003	304	4950.52803832634	-1.8202703225792	0.489771288449402	-3.71657213378537	0.000201944004024642	0.00229082413216015
"1266"	"ENSG00000147570"	"85479"	"DNAJC5B"	"DnaJ heat shock protein family (Hsp40) member C5 beta"	1	3	4	1	6	6	10	0	0	2	0	0	0	0	0	0	1	0	2	0	1.42323712409199	-3.03863635036162	0.949901276360852	-3.19889700748995	0.0013795444300351	0.0106275255655284
"1267"	"ENSG00000147654"	"9166"	"EBAG9"	"estrogen receptor binding site associated, antigen, 9"	1194	1031	717	3045	1663	1449	1363	351	610	2152	73	1201	504	1114	655	647	874	236	824	18	797.787703880839	-0.988599370466573	0.381919911224776	-2.58849916281202	0.00963951813280397	0.0460502080271493
"1268"	"ENSG00000147689"	"84985"	"FAM83A"	"family with sequence similarity 83 member A"	332	472	395	2841	974	1197	1086	4953	7	15	193	27	1	7	2	12	40	12	61	28	366.973055595084	-2.6684662838634	0.984339599942501	-2.7109203815627	0.00670967353923774	0.0352231000627679
"1269"	"ENSG00000147697"	"56169"	"GSDMC"	"gasdermin C"	0	8	56	1	34	7	10	15	57	725	396	35	17	43	3	1	126	115	168	0	50.9218749381379	2.52084322742546	0.948384350523439	2.65803967139919	0.00785966405765108	0.0395646295744488
"1270"	"ENSG00000147789"	"7553"	"ZNF7"	"zinc finger protein 7"	2303	1722	1440	2772	5981	5748	5442	735	1515	2410	286	1410	1357	761	1960	638	666	1491	2069	567	1868.11044585284	-1.1468604492349	0.379349342219723	-3.02323036208305	0.00250091787817273	0.0167753384119786
"1271"	"ENSG00000147804"	"55630"	"SLC39A4"	"solute carrier family 39 member 4"	3039	2806	3067	2061	4402	3706	3479	918	1265	1474	49	1013	2470	2226	2270	278	838	439	2333	31	1572.57280169375	-1.31695048562842	0.450660475618168	-2.92226755368767	0.00347492892334112	0.0214137596034933
"1272"	"ENSG00000147854"	"115426"	"UHRF2"	"ubiquitin like with PHD and ring finger domains 2"	1630	475	1278	804	635	662	564	1554	1950	3663	56	573	903	1165	1803	2365	1411	5034	2803	90	1202.92909821297	1.08981339668774	0.414865372327852	2.62690855728134	0.00861644855969661	0.0423448360056475
"1273"	"ENSG00000147872"	"123"	"PLIN2"	"perilipin 2"	1314	386	1776	17	18	13	19	4115	4219	3094	207	1443	644	2219	2592	13	3088	4562	3098	413	1513.97234585598	2.38137413890321	0.835192221150267	2.85128869570105	0.00435424159463839	0.0254113694487274
"1274"	"ENSG00000147874"	"54801"	"HAUS6"	"HAUS augmin like complex subunit 6"	746	299	782	637	527	544	505	1111	1284	1879	51	339	555	814	1239	718	1306	3571	2349	107	811.000252997065	1.12699124800566	0.379721873296521	2.96793871320023	0.0029980410170492	0.0192248463946576
"1275"	"ENSG00000147912"	"26267"	"FBXO10"	"F-box protein 10"	99	116	93	221	151	185	81	130	439	274	59	117	67	224	122	227	345	440	196	119	192.772239997484	1.15369449690212	0.391899824876126	2.94385050380358	0.00324156538042076	0.020348620208783
"1276"	"ENSG00000148057"	"414328"	"IDNK"	"IDNK, gluconokinase"	137	628	179	189	171	162	167	108	46	51	38	191	35	196	44	75	45	79	39	2	115.040037657124	-1.30941207674623	0.490352181087845	-2.67035026507132	0.00757721585416298	0.0385355129352593
"1277"	"ENSG00000148218"	"210"	"ALAD"	"aminolevulinate dehydratase"	1696	2797	3317	2553	3850	3035	2844	859	1365	3154	225	1143	766	2526	1940	1950	2999	1914	1915	241	1741.4930624927	-0.633280663866465	0.215095243460843	-2.94418720598882	0.0032380407203742	0.0203313607788495
"1278"	"ENSG00000148357"	"256158"	"HMCN2"	"hemicentin 2"	2	0	2	2	789	644	513	56	11	2	3	47	8	49	88	125	16	60	37	0	99.2449177620323	-2.72825927208579	1.04291947784167	-2.61598266218207	0.00889710751766048	0.0433484003094337
"1279"	"ENSG00000148396"	"9919"	"SEC16A"	"SEC16 homolog A, endoplasmic reticulum export factor"	6558	5189	18623	15311	10734	15540	13708	4692	3857	6614	669	7832	5171	4604	15992	4676	5064	5747	4920	381	6456.83027954048	-0.997007822358398	0.295295537973533	-3.37630507118519	0.000734664096241401	0.00645928100976306
"1280"	"ENSG00000148400"	"4851"	"NOTCH1"	"notch 1"	704	407	5476	1607	0	1	4	9570	3763	7789	264	1307	3529	12986	28464	5678	10112	5228	6542	249	4283.43305396844	2.81589823887485	0.97258309168941	2.89527780498788	0.00378823112583943	0.0228978883930377
"1281"	"ENSG00000148429"	"9712"	"USP6NL"	"USP6 N-terminal like"	607	1281	1771	432	505	512	394	547	1453	1641	228	1627	1066	1263	1932	406	4440	4641	2203	100	1162.04279504999	1.23825318774484	0.433419155112184	2.85694153832296	0.0042774461420172	0.0250803889932227
"1282"	"ENSG00000148482"	"221074"	"SLC39A12"	"solute carrier family 39 member 12"	0	0	2	0	0	0	0	0	195	13	0	7	0	5	4	0	43	3	0	0	3.05794708693313	4.19518302786463	1.59215677846413	2.63490573579788	0.00841606520739645	0.0415918866015426
"1283"	"ENSG00000148484"	"6251"	"RSU1"	"Ras suppressor protein 1"	682	1811	4534	842	1232	1062	838	604	3917	4815	309	1534	2124	3811	3914	1547	10507	7747	5219	257	2403.94777879481	1.3310545011794	0.455109821266065	2.92468858939707	0.0034480108164243	0.0213129813062362
"1284"	"ENSG00000148677"	"27063"	"ANKRD1"	"ankyrin repeat domain 1"	10	4	3	12	0	0	1	41	9	22	1	7	58	213	2	17	18	1	1	2	18.6716869521838	2.97675037224228	0.953332943836899	3.12246670115237	0.00179342391901199	0.012972653954018
"1285"	"ENSG00000148737"	"6934"	"TCF7L2"	"transcription factor 7 like 2"	1085	4	1291	930	49	70	72	612	4141	1790	305	583	3241	1338	2009	7794	1411	2031	1559	180	1377.67970403135	2.28155004864995	0.709106194467056	3.21750122400877	0.00129312475247059	0.0101086639317861
"1286"	"ENSG00000148795"	"1586"	"CYP17A1"	"cytochrome P450 family 17 subfamily A member 1"	41	123	4	121	18	21	24	16	3	0	4	15	2	5	2	1	26	7	3	6	20.5091512530174	-2.1608643100381	0.773055461396777	-2.7952254630396	0.00518635310035276	0.0290957182380646
"1287"	"ENSG00000148803"	"282969"	"FUOM"	"fucose mutarotase"	58	290	8	150	9	5	6	236	93	235	16	123	1074	203	363	170	648	248	207	9	187.764678670636	2.08486668078065	0.733907628149076	2.8407753248712	0.00450040064018413	0.0260427511714227
"1288"	"ENSG00000148835"	"6877"	"TAF5"	"TATA-box binding protein associated factor 5"	215	644	609	393	287	315	254	444	499	729	138	381	533	862	533	455	587	706	284	130	430.688648543175	0.699386589184438	0.261798211932164	2.67147198608698	0.00755193758109955	0.0384591586290287
"1289"	"ENSG00000148842"	"54805"	"CNNM2"	"cyclin and CBS domain divalent metal cation transport mediator 2"	1033	1290	1083	1312	978	1317	1197	2745	1711	1937	7584	1331	1565	2218	1435	2457	1831	3754	1460	1349	1731.04621060366	1.20653066102455	0.368245125288757	3.27643348999788	0.00105127069845937	0.00858128745984869
"1290"	"ENSG00000148908"	"6001"	"RGS10"	"regulator of G protein signaling 10"	425	1225	930	263	287	373	319	676	659	743	164	899	1664	3766	5696	394	1459	1969	1096	41	977.412131959878	1.54804934080635	0.508821365616517	3.0424220471376	0.00234682593544575	0.0159746181699807
"1291"	"ENSG00000148926"	"133"	"ADM"	"adrenomedullin"	155	302	816	263	7	55	55	1942	503	4250	107	2196	822	220	695	852	4520	266	314	11	767.905593508792	2.58701747279743	0.724165006399018	3.5724143668052	0.000353705161299895	0.00362500487401786
"1292"	"ENSG00000148950"	"196294"	"IMMP1L"	"inner mitochondrial membrane peptidase subunit 1"	225	403	121	203	148	83	86	130	387	240	103	270	358	484	213	265	229	603	233	178	273.837106445434	1.21585166307006	0.427133196053271	2.84653984823605	0.00441971973148331	0.0257248090096788
"1293"	"ENSG00000149050"	"7761"	"ZNF214"	"zinc finger protein 214"	3	0	0	0	0	0	0	0	19	63	0	46	16	67	0	125	0	0	0	20	19.3677471556611	6.4160811360408	1.76884301109538	3.62727562355438	0.000286427492672368	0.00304999344308493
"1294"	"ENSG00000149084"	"51144"	"HSD17B12"	"hydroxysteroid 17-beta dehydrogenase 12"	982	2146	1255	1257	1205	1142	1085	2522	2124	3050	275	2312	2806	2817	3516	3099	2706	3259	4607	56	1809.80193504045	1.11121115424849	0.300088902113907	3.70293985022712	0.000213115424304996	0.00239275780626405
"1295"	"ENSG00000149100"	"10480"	"EIF3M"	"eukaryotic translation initiation factor 3 subunit M"	3285	2888	2706	2763	1784	1831	1734	3813	4221	2781	197	3906	3188	6292	4221	3815	3349	10009	5258	374	2933.31202030187	0.835147478692124	0.294218703943554	2.83852612868673	0.00453224085766069	0.0261764106967335
"1296"	"ENSG00000149136"	"6749"	"SSRP1"	"structure specific recognition protein 1"	4442	7426	5033	5440	6128	6427	6155	3904	9038	5235	1629	9004	7039	16524	11144	6215	6116	8054	8918	2166	6476.92480579901	0.670463214093162	0.250979570303859	2.67138561629314	0.0075538812565362	0.0384615887624102
"1297"	"ENSG00000149243"	"283212"	"KLHL35"	"kelch like family member 35"	792	661	2608	1256	211	276	218	85	175	363	6	315	107	130	118	31	117	273	1198	4	350.130369127547	-1.84215763823731	0.639274697257657	-2.88163702730571	0.00395615175119772	0.0236728250008356
"1298"	"ENSG00000149418"	"6768"	"ST14"	"suppression of tumorigenicity 14"	3600	2582	5048	6907	1493	1594	1490	5936	11314	13076	3825	10306	8264	5747	9429	11947	12834	13453	5594	1	6369.04215593145	1.73459120130923	0.597492071642461	2.90312003059885	0.00369465003022654	0.0224720747548125
"1299"	"ENSG00000149428"	"10525"	"HYOU1"	"hypoxia up-regulated 1"	5664	2332	5021	5515	3665	3915	3484	6686	10287	14706	962	8643	17535	4083	5758	9332	5241	10827	6983	876	5896.4999136891	1.10992460772081	0.294564585069071	3.76801782692427	0.000164548954096013	0.0019292022436639
"1300"	"ENSG00000149548"	"80071"	"CCDC15"	"coiled-coil domain containing 15"	65	112	12	85	20	34	39	291	335	476	3	310	123	117	0	156	188	235	37	11	111.187568494582	1.80803092809223	0.672230134170478	2.68960112941577	0.00715374678386423	0.0369478765065788
"1301"	"ENSG00000149571"	"84623"	"KIRREL3"	"kirre like nephrin family adhesion molecule 3"	27	11	32	1652	0	0	0	2	98	32	147	19	113	12	66	406	28	18	40	52	56.9066820171784	2.6234421936892	0.955982995932609	2.7442352059096	0.00606520638608502	0.0326693858925554
"1302"	"ENSG00000149596"	"57158"	"JPH2"	"junctophilin 2"	5	0	188	262	12	4	17	42	73	3151	26	111	95	505	298	32	2344	111	80	46	286.11207689791	3.01151622565615	0.960066004437337	3.13678040024039	0.00170814013990392	0.0125033188527101
"1303"	"ENSG00000149639"	"140710"	"SOGA1"	"suppressor of glucose, autophagy associated 1"	7426	6024	11723	7226	8858	11313	9715	6525	2607	2058	240	2921	4517	3061	3957	4826	4232	5367	2248	860	4614.29044019706	-1.09415415372514	0.311727955806334	-3.50996480535389	0.000448166009423492	0.00438256895195747
"1304"	"ENSG00000149646"	"140894"	"CNBD2"	"cyclic nucleotide binding domain containing 2"	14	21	9	41	27	26	13	13	12	19	2	13	6	1	4	13	8	5	2	2	11.059654224578	-1.18778357721435	0.445645727273168	-2.66530902132104	0.0076917606216514	0.0389068092235393
"1305"	"ENSG00000149922"	"6911"	"TBX6"	"T-box 6"	295	287	482	515	165	221	211	159	98	108	17	39	189	90	138	151	112	158	322	6	158.195227315791	-1.11087949216299	0.363945244208919	-3.05232589198309	0.0022707541996639	0.0155496267348786
"1306"	"ENSG00000150045"	"51348"	"KLRF1"	"killer cell lectin like receptor F1"	0	0	0	30	0	0	1	9	20	1	0	42	5	0	4	0	0	0	2	13	7.57935100221267	4.99935553664363	1.55821045904267	3.20839557174781	0.00133477772681495	0.0103602294883622
"1307"	"ENSG00000150093"	"3688"	"ITGB1"	"integrin subunit beta 1"	1170	3042	8376	2695	2925	2653	2526	6752	4436	7610	1706	3148	6752	4152	11767	5440	26772	4065	4126	205	4986.7920754643	1.28645706364192	0.46078199212711	2.79189960897396	0.00523996106996891	0.0293121831540924
"1308"	"ENSG00000150165"	NA	NA	NA	0	0	44	0	1	0	0	154	185	208	6	0	4	322	21	164	13	11	533	0	68.4334818394727	4.4712454707576	1.32702000751468	3.36938813690655	0.00075335262970216	0.0065887016534874
"1309"	"ENSG00000150337"	"2209"	"FCGR1A"	"Fc fragment of IgG receptor Ia"	13	11	5	1	0	1	2	0	33	73	25	10	6	0	2	20	11	8	25	4	16.7098314653982	2.52455120225379	0.953767752044964	2.64692447070151	0.0081227492832886	0.0404395112856511
"1310"	"ENSG00000150471"	"23284"	"ADGRL3"	"adhesion G protein-coupled receptor L3"	422	8	0	246	8	13	9	0	6	1	4	0	6	0	0	2062	4	12	0	8	34.6928008685401	-3.59328750937026	1.26607578283781	-2.83812987980561	0.00453787135775665	0.0261916267825448
"1311"	"ENSG00000150676"	"220047"	"CCDC83"	"coiled-coil domain containing 83"	0	2	10	46	0	0	1	0	1	1	0	1	1	0	0	0	2	0	0	0	2.41731892039271	-3.59541780266099	1.37762555523615	-2.60986578609502	0.00905777518178135	0.0439678455844123
"1312"	"ENSG00000150753"	"22948"	"CCT5"	"chaperonin containing TCP1 subunit 5"	5057	5264	5841	6673	8093	6840	7282	4692	11460	9259	2028	7320	6020	14767	10147	8077	12301	8028	7027	892	6650.38764816755	0.548807678625823	0.197942044828979	2.77256749115627	0.00556159851875649	0.030653879329847
"1313"	"ENSG00000150764"	"85458"	"DIXDC1"	"DIX domain containing 1"	133	143	381	190	225	202	228	280	262	614	16	603	309	339	362	356	386	515	440	83	268.990027986986	0.945406811030488	0.250417701489291	3.77531941794825	0.000159802757981927	0.00188112519461041
"1314"	"ENSG00000150787"	"5805"	"PTS"	"6-pyruvoyltetrahydropterin synthase"	312	180	248	401	346	265	226	537	842	401	41	905	459	807	395	130	684	638	233	36	351.88767323884	0.912788688742342	0.341603738542754	2.6720687912732	0.00753851926062973	0.0384132008254393
"1315"	"ENSG00000150938"	"51232"	"CRIM1"	"cysteine rich transmembrane BMP regulator 1"	1616	494	410	330	494	43	40	633	1347	1479	259	564	2170	1364	3003	4389	1773	1433	3023	172	1139.11777346558	1.91056511276273	0.553594577184632	3.45119911123249	0.000558101668147454	0.00519976285985907
"1316"	"ENSG00000151033"	"119180"	"LYZL2"	"lysozyme like 2"	0	0	19	4	39	23	15	0	4	0	0	2	0	2	0	0	6	1	2	0	4.56083719468326	-3.15432517218606	1.07867487683373	-2.92425942230623	0.00345276859527868	0.0213273108686702
"1317"	"ENSG00000151062"	"93589"	"CACNA2D4"	"calcium voltage-gated channel auxiliary subunit alpha2delta 4"	24	63	217	49	324	405	355	0	22	20	3	6	33	99	53	44	1	2	15	25	76.9245154991255	-2.42148295816732	0.805384519283038	-3.00661721226396	0.00264172186695821	0.0174960705567457
"1318"	"ENSG00000151079"	NA	NA	NA	0	0	0	0	2	4	4	0	35	5	0	0	279	0	0	108	0	31	0	8	24.8435923468911	5.02931911580167	1.78829441242506	2.81235521447586	0.0049180158784181	0.0279369292707974
"1319"	"ENSG00000151090"	"7068"	"THRB"	"thyroid hormone receptor beta"	2565	1593	1029	619	1261	1278	1179	0	718	76	16	581	122	7	153	530	844	82	282	11	537.942487142166	-2.29206605802495	0.753890132965769	-3.04031842014972	0.00236328147202059	0.0160616178198196
"1320"	"ENSG00000151164"	"144715"	"RAD9B"	"RAD9 checkpoint clamp component B"	41	90	105	85	61	103	68	21	48	101	11	36	52	29	21	18	27	39	55	11	46.0440580676571	-0.802674521461619	0.308011235523191	-2.60599104476883	0.00916088567381705	0.0443288834994833
"1321"	"ENSG00000151304"	"153443"	"SRFBP1"	"serum response factor binding protein 1"	240	219	289	120	204	211	155	658	195	580	20	299	209	241	458	402	353	447	362	234	307.099463340849	1.22010691657642	0.401485004757097	3.03898502339981	0.00237376654763121	0.0161093775566942
"1322"	"ENSG00000151365"	"7069"	"THRSP"	"thyroid hormone responsive"	2	168	144	1316	175	138	128	2	64	3	15	1669	5	5	0	0	4	8	26	2	89.7304474511024	-3.67072848621252	0.952535237280076	-3.85364062404046	0.000116374373255768	0.00144446317433935
"1323"	"ENSG00000151366"	"4718"	"NDUFC2"	"NADH:ubiquinone oxidoreductase subunit C2"	577	889	2684	700	824	1023	944	290	730	264	33	1263	412	323	362	343	229	568	3176	33	538.999925697229	-1.18133683516207	0.375123977010116	-3.14919042119829	0.00163723474375879	0.0121143518914137
"1324"	"ENSG00000151388"	"81792"	"ADAMTS12"	"ADAM metallopeptidase with thrombospondin type 1 motif 12"	0	2	29	4	16	8	7	0	17	118	30	1	27	9	0	10	1	127	22	39	34.9750842125681	2.77732451494198	1.06427959861862	2.60958165368087	0.00906530085368624	0.0439860125596308
"1325"	"ENSG00000151498"	"27034"	"ACAD8"	"acyl-CoA dehydrogenase family member 8"	488	478	497	783	520	461	438	365	824	1213	197	1060	541	436	504	1038	701	884	614	259	608.091106107631	0.773236356818408	0.27065045884731	2.85695564719007	0.0042772560154928	0.0250803889932227
"1326"	"ENSG00000151500"	"29087"	"THYN1"	"thymocyte nuclear protein 1"	562	511	656	532	275	243	203	369	1222	979	154	1470	857	1407	345	1358	1090	1020	477	91	623.145624722804	1.20069501937457	0.321228519564008	3.73782197484903	0.000185621301288311	0.00213147542420688
"1327"	"ENSG00000151503"	"23310"	"NCAPD3"	"non-SMC condensin II complex subunit D3"	1399	1215	1756	2054	1634	1980	1776	1844	2698	4006	697	2535	1360	1630	2065	2731	3074	4320	2619	687	2032.30874927501	0.846157518694499	0.225987922245234	3.74425991569709	0.000180926285682774	0.00209129735328432
"1328"	"ENSG00000151665"	"5281"	"PIGF"	"phosphatidylinositol glycan anchor biosynthesis class F"	669	1100	389	415	740	533	585	977	663	1211	1241	630	1050	766	1535	1081	917	580	1541	6996	1026.38277523761	1.34610810280948	0.496949053726469	2.70874467456056	0.00675382926831514	0.0353776787327615
"1329"	"ENSG00000151704"	"3758"	"KCNJ1"	"potassium voltage-gated channel subfamily J member 1"	0	0	0	1	0	4	1	1	14	22	0	8	0	4	1	8	7	8	2	3	3.93980468828565	3.02133779960849	0.944961198718055	3.19731413703257	0.00138713772189828	0.01065937914803
"1330"	"ENSG00000151746"	"636"	"BICD1"	"BICD cargo adaptor 1"	342	40	400	361	401	296	355	254	2028	1128	56	324	863	772	606	496	1111	857	1383	80	523.150331930299	1.43825241936369	0.400388974307473	3.5921379250049	0.000327976173429872	0.00340666578239416
"1331"	"ENSG00000151806"	"60558"	"GUF1"	"GUF1 homolog, GTPase"	1181	1524	1242	1662	1992	2268	2260	832	575	1655	79	491	996	1428	1058	1514	592	1327	1118	193	1033.36826279715	-0.706638616078311	0.254294732028857	-2.77881736062909	0.0054557190673935	0.0301935311206013
